vch_desc,vch_type,canonical_id,canonical_family,label_source,label_confidence,validation_status
aro hospital expenses,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
aro medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
arooj medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
arsala medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
ashok for labour 4 days,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
at dow lab ama report ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
at hospital ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
aunty darman medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
baby medicine,Expense,2005.0,Healthcare,approved_mapping,very_high,approved_mapping
"baby medicines. for cough, allergy etc.",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
baji medical tests ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
bank online imran but faislabaf for P. supply ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
bari ammi medical,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"begum Doctor, zeenat k ghar gaye",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
begum ki medicines ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
bhai bhai medical ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
bhai medicals,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
bike maintenance labour,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
bolt medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
bottle labour,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
boy birth hospital expenses with medicines ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
bp medicine ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
bricks 1500 labour ,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
bua on saifi hospital,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
burgerlab,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
cantt lab tests,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
car labor,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"cash taken at hospital
",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
cash taken for aayma hospital and iza b. day,Income,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
cavalry hospital,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
ceiling labour ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
ceilings labour ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
chal 5 tel2 laban dal 1/2,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
cleared loan money to danish paid to doctor ,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
clinic,Income,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
coffee for my selt at CDA Hospital and pakoras for mother. ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
curtain Labor,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
dad medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
dad medicines ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
dalle labim,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
daud k hath hospital bhejay,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
dental treatment medicines ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
didi medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
doc plus medicine kanwal,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
doctor,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
doctor ammi,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
doctor appointment fees,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
doctor expenses  muzaml,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"doctor fee DR Qadar
",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
doctor fee and medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
doctor fee eshal,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
doctor hassan,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
doctor jamal noor for accidant 2 injections,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
doctor medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
doctor naz,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
doctor sindhu fees usman,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
doctor skin,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
doctor waseem,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
doctors fee,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
dow lab,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
dr farooque fee and medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
dr saba medicines and fees,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
dr shoaib n medicine ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
dr.bahaa clinic,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"dry clean, hair cut, medicine ",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
eating in hospital,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
eesha hair medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
egg and medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
electrician home labour,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
ent check and medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
esspresso lab,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
eye medicine ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
face treatment at sadaf yahya hospital ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
father's medical,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
for labib,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
for medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
for medicines,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
for munji labour and diesel,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
for tarazi to labour,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
gec hospital,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
ghauri lab,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
ghauri lab tests,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"glint, gulab arq, keune",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
glycern laban,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
goat doctor ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
google play console developers account fire octopus labs,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
grewal hospital ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
gulab jaman,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
gulab jaman at bundu khan,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
gulab jamun,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
gulab jamun sugar,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
gully medicines,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
hair doctor and medicine ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
haji labour eidi,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
hamdan medicine ,Income,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
hammad house and goat doctor ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
hamza medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
hanno medicines,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
helping for someone medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
himal pharmacy,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
home medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
homeo medicines,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
honda spark plugs 4600 and 500 labor,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
hoorain and zoha medical,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
hospital eating. Noni me and daddy,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
hospital germal,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
hospital meals,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
hospital staff,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
hospital.. took out 200 but spent about 60rmb total,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
hospitality to Sir irfan shah arid and waqas ch 85,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
house medicine ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
house medicine.,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
houses medicine.,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
hurain doc fees and medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
imamul haq lab machine heater,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
imamulhaq lab H.T machine heater,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
insiya hospital bill,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
insulin sugar medicine ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
iqbal labor 30 +5K,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"iron plates for jourian khurd tower
channel & angle for Ali Antitiwsit
800/- labor & hole charges",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
jav hospital,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
jav medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
javeria medicine ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
jja medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
kanwal dr. fee + medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
karachi lab payment,Income,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
kelshikar  hospital ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
kelsikar hospital ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"key, medicine, cockroach kill ",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
kids pickup from clinic and ice cream. ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
kitchen slab ,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
kitu medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
klsm medical tests,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
komal doctor appointment and medicines ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
krn medicine ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
lab a/c repairing,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
lab eidi,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
lab sheets ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
labaneese,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
laben and tamees,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
labim parking after Kabir,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"labnegh
",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
labor,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
labor cleaning first floor and ground room,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
labor: 600 element: 800 return valve:350 safety valve:250 other repair:150,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
labour,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"labour , change oil",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
labour 9 july to 14 july,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
labour at dha,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
labour for pop,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
labour for steel cutting,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"labour for steel cutting, shifting and fixing",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
labour of electrician,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
labour shifting,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
labour wage for machin thara break,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
labour wtp accomodation,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
labours ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
lisha medical ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
loading labor,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
madi medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
makkai cutting Labour ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
mama ka medical claim aya ,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
mama ka medical claim aya hai,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
mama medical,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
mama medical checkup,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
mama medicines ,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
mami medicine ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"mamma dawai subhan medical
",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
mamo abbas medicine ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
manahil medicines and chekup,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
maria medical,Income,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
maryam medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
mcflerry Oreo in hospital,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
me & mamo abbas medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
mechanic labour ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical,Income,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical  Tahir Medical,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical bl recvd tdy,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical check crdt,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical checkups,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical chkup,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical claim,Income,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical claim aya hai ,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical claim aya hai. ,Income,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical claim waly,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical embarrassment,Income,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical insurance,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical insurance a and r,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical insurance reimbursement,Income,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical maryam ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical offc,Income,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical pharmacy purchase,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical tests of mine like TSH and CBC,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medical tests tdy,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicare hospital,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine,Transfer,2005.0,Healthcare,approved_mapping,very_high,approved_mapping
"medicine + checkup nadia
",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine +oth,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine Ami and furits,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine CaC,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine Hareem ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine MMJ and Mrs,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine Mona ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine NIH,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine Ryan ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine Sidra,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine Tehmena,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine allergy,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine ami,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine ami abu,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine ami abu nd maria,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine ammi,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine back pain ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"medicine flagyl, dr koff, ethiglo",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine for ammi,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine for daddy and me ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine for mmj and mrs,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine for next 50days,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine for rida ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine for serwat,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine for sidra,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine for skin ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine for sumaira ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine from Yaqoob ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine from gnc tumeric and B100,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine gelvasmet,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine home ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine k ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine knees,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine maa jee,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine maham ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine mom,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine osteocare,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine pain killer mother,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine papa ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine s,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine school dress iron,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine wahaj,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicine.,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"medicinee
",Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicines,Transfer,2005.0,Healthcare,approved_mapping,very_high,approved_mapping
medicines Annie,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicines ami,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicines back pain ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicines followup,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicines for bp ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicines gull bhai,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicines home,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
medicines papa asad,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
megha medicines ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
migrane medicine ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
misc and medical,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
mishal medicine ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
mistri labor,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
mom medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"mom medicines,pyar ali",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
moms medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
money for medicines,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
monthly medicines,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
moon pharmacy,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
mother medicine remaining amount,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
motorcycle parking 2 time in lahore darbar and jinnah hospital ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
mum doctor,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
mum medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
munji labour ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
my chekup at burhani hospital,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
nayab lab and js bank visit,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
nayab lab cheques collection f8 deposit ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
net cash for hospital ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
noor bhahtti labor mazdori,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
office to Al helal hospital by shohoz,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
om doctor ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
paid for ammi hospital,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
paid to ashok for labour ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
paid to biller and medicines account ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"paid to hospital ammi
",Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
paint labour,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
palak medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
parking at Lahore Medicare eye hospital,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
pathar labor,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
pay to irfan bricks for Gutka Labour ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
payment labor carpenter doors,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
pcr test medical,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
photocopies wajiha Hospital notes ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
photocopy medical bills,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
plumbing labor basharat,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
prachi medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
prish medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
qasim medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
rabia doctor checkup at hameedah hospital,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"rainbow, veggies, medicine ",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
rajah medicines ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
ram hospital,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
ram hospital vadodara,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
ramzan labor,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
rayan medicine ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
received against medical abba g,Income,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
received from Nadia for the payment for medicines Usman bought for her friend,Income,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
reimbursement medical ,Income,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"riksha fair to home, hospital and home and then to office",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"riz doctor fees 
",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
rmz pd nsr askd medical tsts,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
room service Sarena hotel Faisalabad,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
router labour and diesel for 10000,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
rubeka ko diye hospital jaty,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
rusk medicine polish ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
saad circumcise at landhi 4 mukhtar medical,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
saba clinics dehli colony,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
sadia medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
sahara medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
samer doctor,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
samina younger  phupho hospital visit,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"samosy, jalabi and biscuit for office. ",Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
sana medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
self Doctor,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
sent to Amaa for medicine and doctor,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
shabir medicine ,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
shani medicine,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
sharaz pocket money + abu medicine ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
sharik deva ko diye . labour k ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
shazi hospital stitches ,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
sheroz ko diye medicine k jobloye the.,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
"shop#27 sabz Mandi skt
16ch DVR
40m IR *4 hilook can
20m dome*3 cam
20m buallet *1 cam
power supply
cabinet
BNC wire 
labor",Income,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
shuttering wale 42000 ke sath 3000 labour khata,Expense,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
sidra medical expenses,Transfer,2005.0,Healthcare,deterministic_rule,high,deterministic_rule
